Unnamed: 0,MM/DD/YYYY,YEAR,MONTH,DAY,TMAX,TMIN
48935,2003-01-01,2003,1,1,100.0,22.0
48936,2003-01-02,2003,1,2,28.0,-17.0
48937,2003-01-03,2003,1,3,11.0,-17.0
48938,2003-01-04,2003,1,4,22.0,-6.0
48939,2003-01-05,2003,1,5,22.0,0.0
48940,2003-01-06,2003,1,6,11.0,-11.0
48941,2003-01-07,2003,1,7,-11.0,-33.0
48942,2003-01-08,2003,1,8,61.0,-28.0
48943,2003-01-09,2003,1,9,100.0,33.0
48944,2003-01-10,2003,1,10,89.0,-6.0
48945,2003-01-11,2003,1,11,0.0,-39.0
48946,2003-01-12,2003,1,12,17.0,-50.0
48947,2003-01-13,2003,1,13,44.0,-39.0
48948,2003-01-14,2003,1,14,-22.0,-67.0
48949,2003-01-15,2003,1,15,-11.0,-56.0
48950,2003-01-16,2003,1,16,-17.0,-72.0
48951,2003-01-17,2003,1,17,-11.0,-117.0
48952,2003-01-18,2003,1,18,-61.0,-139.0
48953,2003-01-19,2003,1,19,-22.0,-83.0
48954,2003-01-20,2003,1,20,0.0,-72.0
48955,2003-01-21,2003,1,21,-33.0,-89.0
48956,2003-01-22,2003,1,22,-56.0,-117.0
48957,2003-01-23,2003,1,23,-67.0,-128.0
48958,2003-01-24,2003,1,24,-28.0,-139.0
48959,2003-01-25,2003,1,25,-6.0,-67.0
48960,2003-01-26,2003,1,26,11.0,-28.0
48961,2003-01-27,2003,1,27,-22.0,-133.0
48962,2003-01-28,2003,1,28,-39.0,-139.0
48963,2003-01-29,2003,1,29,6.0,-39.0
48964,2003-01-30,2003,1,30,11.0,-39.0
48965,2003-01-31,2003,1,31,33.0,0.0
48966,2003-02-01,2003,2,1,28.0,11.0
48967,2003-02-02,2003,2,2,72.0,28.0
48968,2003-02-03,2003,2,3,100.0,22.0
48969,2003-02-04,2003,2,4,89.0,28.0
48970,2003-02-05,2003,2,5,28.0,-33.0
48971,2003-02-06,2003,2,6,0.0,-61.0
48972,2003-02-07,2003,2,7,6.0,-44.0
48973,2003-02-08,2003,2,8,-17.0,-72.0
48974,2003-02-09,2003,2,9,22.0,-56.0
48975,2003-02-10,2003,2,10,28.0,-6.0
48976,2003-02-11,2003,2,11,0.0,-94.0
48977,2003-02-12,2003,2,12,6.0,-61.0
48978,2003-02-13,2003,2,13,-44.0,-83.0
48979,2003-02-14,2003,2,14,-11.0,-94.0
48980,2003-02-15,2003,2,15,-11.0,-106.0
48981,2003-02-16,2003,2,16,-94.0,-133.0
48982,2003-02-17,2003,2,17,-33.0,-100.0
48983,2003-02-18,2003,2,18,11.0,-50.0
48984,2003-02-19,2003,2,19,50.0,-17.0
48985,2003-02-20,2003,2,20,100.0,22.0
48986,2003-02-21,2003,2,21,100.0,11.0
48987,2003-02-22,2003,2,22,56.0,22.0
48988,2003-02-23,2003,2,23,67.0,-11.0
48989,2003-02-24,2003,2,24,17.0,-39.0
48990,2003-02-25,2003,2,25,11.0,-67.0
48991,2003-02-26,2003,2,26,-56.0,-89.0
48992,2003-02-27,2003,2,27,0.0,-61.0
48993,2003-02-28,2003,2,28,33.0,-22.0
48994,2003-03-01,2003,3,1,44.0,6.0
48995,2003-03-02,2003,3,2,67.0,22.0
48996,2003-03-03,2003,3,3,39.0,-117.0
48997,2003-03-04,2003,3,4,44.0,-89.0
48998,2003-03-05,2003,3,5,106.0,22.0
48999,2003-03-06,2003,3,6,67.0,-72.0
49000,2003-03-07,2003,3,7,6.0,-89.0
49001,2003-03-08,2003,3,8,89.0,-11.0
49002,2003-03-09,2003,3,9,106.0,-50.0
49003,2003-03-10,2003,3,10,-17.0,-72.0
49004,2003-03-11,2003,3,11,39.0,-56.0
49005,2003-03-12,2003,3,12,106.0,0.0
49006,2003-03-13,2003,3,13,94.0,-11.0
49007,2003-03-14,2003,3,14,33.0,-61.0
49008,2003-03-15,2003,3,15,122.0,0.0
49009,2003-03-16,2003,3,16,200.0,67.0
49010,2003-03-17,2003,3,17,206.0,89.0
49011,2003-03-18,2003,3,18,183.0,61.0
49012,2003-03-19,2003,3,19,67.0,17.0
49013,2003-03-20,2003,3,20,106.0,17.0
49014,2003-03-21,2003,3,21,183.0,100.0
49015,2003-03-22,2003,3,22,194.0,106.0
49016,2003-03-23,2003,3,23,150.0,67.0
49017,2003-03-24,2003,3,24,156.0,61.0
49018,2003-03-25,2003,3,25,133.0,61.0
49019,2003-03-26,2003,3,26,194.0,72.0
49020,2003-03-27,2003,3,27,167.0,56.0
49021,2003-03-28,2003,3,28,156.0,72.0
49022,2003-03-29,2003,3,29,206.0,111.0
49023,2003-03-30,2003,3,30,133.0,11.0
49024,2003-03-31,2003,3,31,61.0,-6.0
49025,2003-04-01,2003,4,1,61.0,-11.0
49026,2003-04-02,2003,4,2,139.0,39.0
49027,2003-04-03,2003,4,3,122.0,44.0
49028,2003-04-04,2003,4,4,67.0,17.0
49029,2003-04-05,2003,4,5,61.0,17.0
49030,2003-04-06,2003,4,6,83.0,6.0
49031,2003-04-07,2003,4,7,33.0,-11.0
49032,2003-04-08,2003,4,8,28.0,-6.0
49033,2003-04-09,2003,4,9,39.0,17.0
49034,2003-04-10,2003,4,10,111.0,22.0
49035,2003-04-11,2003,4,11,78.0,33.0
49036,2003-04-12,2003,4,12,206.0,67.0
49037,2003-04-13,2003,4,13,172.0,61.0
49038,2003-04-14,2003,4,14,139.0,67.0
49039,2003-04-15,2003,4,15,272.0,106.0
49040,2003-04-16,2003,4,16,311.0,106.0
49041,2003-04-17,2003,4,17,106.0,22.0
49042,2003-04-18,2003,4,18,83.0,22.0
49043,2003-04-19,2003,4,19,167.0,50.0
49044,2003-04-20,2003,4,20,189.0,78.0
49045,2003-04-21,2003,4,21,167.0,61.0
49046,2003-04-22,2003,4,22,144.0,78.0
49047,2003-04-23,2003,4,23,111.0,39.0
49048,2003-04-24,2003,4,24,167.0,44.0
49049,2003-04-25,2003,4,25,172.0,89.0
49050,2003-04-26,2003,4,26,122.0,100.0
49051,2003-04-27,2003,4,27,222.0,106.0
49052,2003-04-28,2003,4,28,267.0,122.0
49053,2003-04-29,2003,4,29,261.0,150.0
49054,2003-04-30,2003,4,30,194.0,106.0
49055,2003-05-01,2003,5,1,222.0,106.0
49056,2003-05-02,2003,5,2,239.0,111.0
49057,2003-05-03,2003,5,3,183.0,100.0
49058,2003-05-04,2003,5,4,172.0,89.0
49059,2003-05-05,2003,5,5,150.0,72.0
49060,2003-05-06,2003,5,6,161.0,72.0
49061,2003-05-07,2003,5,7,261.0,122.0
49062,2003-05-08,2003,5,8,156.0,117.0
49063,2003-05-09,2003,5,9,189.0,106.0
49064,2003-05-10,2003,5,10,217.0,100.0
49065,2003-05-11,2003,5,11,178.0,117.0
49066,2003-05-12,2003,5,12,183.0,117.0
49067,2003-05-13,2003,5,13,161.0,106.0
49068,2003-05-14,2003,5,14,189.0,106.0
49069,2003-05-15,2003,5,15,206.0,100.0
49070,2003-05-16,2003,5,16,161.0,94.0
49071,2003-05-17,2003,5,17,167.0,83.0
49072,2003-05-18,2003,5,18,178.0,78.0
49073,2003-05-19,2003,5,19,244.0,89.0
49074,2003-05-20,2003,5,20,261.0,128.0
49075,2003-05-21,2003,5,21,178.0,128.0
49076,2003-05-22,2003,5,22,133.0,100.0
49077,2003-05-23,2003,5,23,133.0,100.0
49078,2003-05-24,2003,5,24,133.0,106.0
49079,2003-05-25,2003,5,25,167.0,117.0
49080,2003-05-26,2003,5,26,133.0,106.0
49081,2003-05-27,2003,5,27,206.0,100.0
49082,2003-05-28,2003,5,28,206.0,122.0
49083,2003-05-29,2003,5,29,239.0,122.0
49084,2003-05-30,2003,5,30,261.0,161.0
49085,2003-05-31,2003,5,31,200.0,150.0
49086,2003-06-01,2003,6,1,183.0,122.0
49087,2003-06-02,2003,6,2,222.0,100.0
49088,2003-06-03,2003,6,3,206.0,117.0
49089,2003-06-04,2003,6,4,139.0,100.0
49090,2003-06-05,2003,6,5,217.0,139.0
49091,2003-06-06,2003,6,6,244.0,139.0
49092,2003-06-07,2003,6,7,194.0,139.0
49093,2003-06-08,2003,6,8,200.0,144.0
49094,2003-06-09,2003,6,9,239.0,139.0
49095,2003-06-10,2003,6,10,267.0,167.0
49096,2003-06-11,2003,6,11,256.0,189.0
49097,2003-06-12,2003,6,12,267.0,194.0
49098,2003-06-13,2003,6,13,194.0,144.0
49099,2003-06-14,2003,6,14,283.0,150.0
49100,2003-06-15,2003,6,15,267.0,178.0
49101,2003-06-16,2003,6,16,211.0,128.0
49102,2003-06-17,2003,6,17,194.0,117.0
49103,2003-06-18,2003,6,18,200.0,150.0
49104,2003-06-19,2003,6,19,217.0,178.0
49105,2003-06-20,2003,6,20,206.0,167.0
49106,2003-06-21,2003,6,21,172.0,150.0
49107,2003-06-22,2003,6,22,194.0,139.0
49108,2003-06-23,2003,6,23,311.0,139.0
49109,2003-06-24,2003,6,24,339.0,200.0
49110,2003-06-25,2003,6,25,333.0,217.0
49111,2003-06-26,2003,6,26,339.0,261.0
49112,2003-06-27,2003,6,27,328.0,228.0
49113,2003-06-28,2003,6,28,283.0,200.0
49114,2003-06-29,2003,6,29,267.0,194.0
49115,2003-06-30,2003,6,30,294.0,228.0
49116,2003-07-01,2003,7,1,289.0,189.0
49117,2003-07-02,2003,7,2,289.0,211.0
49118,2003-07-03,2003,7,3,222.0,178.0
49119,2003-07-04,2003,7,4,333.0,172.0
49120,2003-07-05,2003,7,5,344.0,222.0
49121,2003-07-06,2003,7,6,317.0,250.0
49122,2003-07-07,2003,7,7,317.0,244.0
49123,2003-07-08,2003,7,8,311.0,239.0
49124,2003-07-09,2003,7,9,283.0,194.0
49125,2003-07-10,2003,7,10,206.0,189.0
49126,2003-07-11,2003,7,11,278.0,178.0
49127,2003-07-12,2003,7,12,283.0,206.0
49128,2003-07-13,2003,7,13,272.0,206.0
49129,2003-07-14,2003,7,14,244.0,200.0
49130,2003-07-15,2003,7,15,272.0,183.0
49131,2003-07-16,2003,7,16,300.0,206.0
49132,2003-07-17,2003,7,17,283.0,189.0
49133,2003-07-18,2003,7,18,267.0,194.0
49134,2003-07-19,2003,7,19,272.0,189.0
49135,2003-07-20,2003,7,20,289.0,194.0
49136,2003-07-21,2003,7,21,283.0,200.0
49137,2003-07-22,2003,7,22,283.0,194.0
49138,2003-07-23,2003,7,23,261.0,211.0
49139,2003-07-24,2003,7,24,272.0,222.0
49140,2003-07-25,2003,7,25,311.0,200.0
49141,2003-07-26,2003,7,26,300.0,217.0
49142,2003-07-27,2003,7,27,317.0,222.0
49143,2003-07-28,2003,7,28,283.0,217.0
49144,2003-07-29,2003,7,29,272.0,189.0
49145,2003-07-30,2003,7,30,272.0,194.0
49146,2003-07-31,2003,7,31,261.0,183.0
49147,2003-08-01,2003,8,1,267.0,200.0
49148,2003-08-02,2003,8,2,289.0,228.0
49149,2003-08-03,2003,8,3,300.0,239.0
49150,2003-08-04,2003,8,4,289.0,228.0
49151,2003-08-05,2003,8,5,267.0,222.0
49152,2003-08-06,2003,8,6,267.0,211.0
49153,2003-08-07,2003,8,7,261.0,217.0
49154,2003-08-08,2003,8,8,267.0,217.0
49155,2003-08-09,2003,8,9,267.0,222.0
49156,2003-08-10,2003,8,10,272.0,222.0
49157,2003-08-11,2003,8,11,272.0,228.0
49158,2003-08-12,2003,8,12,289.0,233.0
49159,2003-08-13,2003,8,13,306.0,239.0
49160,2003-08-14,2003,8,14,328.0,239.0
49161,2003-08-15,2003,8,15,317.0,222.0
49162,2003-08-16,2003,8,16,294.0,239.0
49163,2003-08-17,2003,8,17,272.0,178.0
49164,2003-08-18,2003,8,18,267.0,178.0
49165,2003-08-19,2003,8,19,283.0,200.0
49166,2003-08-20,2003,8,20,306.0,211.0
49167,2003-08-21,2003,8,21,311.0,228.0
49168,2003-08-22,2003,8,22,322.0,244.0
49169,2003-08-23,2003,8,23,283.0,194.0
49170,2003-08-24,2003,8,24,261.0,161.0
49171,2003-08-25,2003,8,25,294.0,189.0
49172,2003-08-26,2003,8,26,283.0,206.0
49173,2003-08-27,2003,8,27,294.0,222.0
49174,2003-08-28,2003,8,28,278.0,200.0
49175,2003-08-29,2003,8,29,272.0,200.0
49176,2003-08-30,2003,8,30,311.0,189.0
49177,2003-08-31,2003,8,31,239.0,161.0
49178,2003-09-01,2003,9,1,206.0,167.0
49179,2003-09-02,2003,9,2,172.0,150.0
49180,2003-09-03,2003,9,3,200.0,161.0
49181,2003-09-04,2003,9,4,239.0,200.0
49182,2003-09-05,2003,9,5,256.0,178.0
49183,2003-09-06,2003,9,6,244.0,150.0
49184,2003-09-07,2003,9,7,267.0,161.0
49185,2003-09-08,2003,9,8,244.0,183.0
49186,2003-09-09,2003,9,9,228.0,167.0
49187,2003-09-10,2003,9,10,244.0,139.0
49188,2003-09-11,2003,9,11,261.0,167.0
49189,2003-09-12,2003,9,12,217.0,167.0
49190,2003-09-13,2003,9,13,217.0,172.0
49191,2003-09-14,2003,9,14,267.0,206.0
49192,2003-09-15,2003,9,15,250.0,206.0
49193,2003-09-16,2003,9,16,256.0,178.0
49194,2003-09-17,2003,9,17,244.0,161.0
49195,2003-09-18,2003,9,18,217.0,178.0
49196,2003-09-19,2003,9,19,267.0,200.0
49197,2003-09-20,2003,9,20,267.0,200.0
49198,2003-09-21,2003,9,21,239.0,161.0
49199,2003-09-22,2003,9,22,222.0,172.0
49200,2003-09-23,2003,9,23,222.0,167.0
49201,2003-09-24,2003,9,24,228.0,139.0
49202,2003-09-25,2003,9,25,244.0,172.0
49203,2003-09-26,2003,9,26,211.0,161.0
49204,2003-09-27,2003,9,27,250.0,194.0
49205,2003-09-28,2003,9,28,222.0,139.0
49206,2003-09-29,2003,9,29,183.0,117.0
49207,2003-09-30,2003,9,30,178.0,100.0
49208,2003-10-01,2003,10,1,156.0,122.0
49209,2003-10-02,2003,10,2,150.0,67.0
49210,2003-10-03,2003,10,3,139.0,50.0
49211,2003-10-04,2003,10,4,150.0,94.0
49212,2003-10-05,2003,10,5,156.0,78.0
49213,2003-10-06,2003,10,6,150.0,67.0
49214,2003-10-07,2003,10,7,178.0,72.0
49215,2003-10-08,2003,10,8,211.0,128.0
49216,2003-10-09,2003,10,9,250.0,150.0
49217,2003-10-10,2003,10,10,172.0,144.0
49218,2003-10-11,2003,10,11,211.0,133.0
49219,2003-10-12,2003,10,12,200.0,156.0
49220,2003-10-13,2003,10,13,217.0,133.0
49221,2003-10-14,2003,10,14,194.0,122.0
49222,2003-10-15,2003,10,15,178.0,100.0
49223,2003-10-16,2003,10,16,178.0,94.0
49224,2003-10-17,2003,10,17,139.0,78.0
49225,2003-10-18,2003,10,18,133.0,61.0
49226,2003-10-19,2003,10,19,128.0,67.0
49227,2003-10-20,2003,10,20,144.0,44.0
49228,2003-10-21,2003,10,21,217.0,128.0
49229,2003-10-22,2003,10,22,133.0,39.0
49230,2003-10-23,2003,10,23,78.0,28.0
49231,2003-10-24,2003,10,24,106.0,22.0
49232,2003-10-25,2003,10,25,150.0,50.0
49233,2003-10-26,2003,10,26,200.0,150.0
49234,2003-10-27,2003,10,27,172.0,111.0
49235,2003-10-28,2003,10,28,150.0,78.0
49236,2003-10-29,2003,10,29,144.0,94.0
49237,2003-10-30,2003,10,30,156.0,67.0
49238,2003-10-31,2003,10,31,194.0,100.0
49239,2003-11-01,2003,11,1,250.0,133.0
49240,2003-11-02,2003,11,2,200.0,139.0
49241,2003-11-03,2003,11,3,261.0,156.0
49242,2003-11-04,2003,11,4,200.0,111.0
49243,2003-11-05,2003,11,5,150.0,106.0
49244,2003-11-06,2003,11,6,156.0,100.0
49245,2003-11-07,2003,11,7,133.0,89.0
49246,2003-11-08,2003,11,8,106.0,6.0
49247,2003-11-09,2003,11,9,56.0,-17.0
49248,2003-11-10,2003,11,10,83.0,6.0
49249,2003-11-11,2003,11,11,122.0,39.0
49250,2003-11-12,2003,11,12,139.0,100.0
49251,2003-11-13,2003,11,13,150.0,39.0
49252,2003-11-14,2003,11,14,67.0,17.0
49253,2003-11-15,2003,11,15,89.0,28.0
49254,2003-11-16,2003,11,16,106.0,39.0
49255,2003-11-17,2003,11,17,100.0,78.0
49256,2003-11-18,2003,11,18,128.0,72.0
49257,2003-11-19,2003,11,19,167.0,128.0
49258,2003-11-20,2003,11,20,139.0,61.0
49259,2003-11-21,2003,11,21,178.0,61.0
49260,2003-11-22,2003,11,22,156.0,83.0
49261,2003-11-23,2003,11,23,128.0,61.0
49262,2003-11-24,2003,11,24,139.0,67.0
49263,2003-11-25,2003,11,25,67.0,22.0
49264,2003-11-26,2003,11,26,83.0,22.0
49265,2003-11-27,2003,11,27,122.0,56.0
49266,2003-11-28,2003,11,28,161.0,106.0
49267,2003-11-29,2003,11,29,106.0,39.0
49268,2003-11-30,2003,11,30,94.0,28.0
49269,2003-12-01,2003,12,1,106.0,17.0
49270,2003-12-02,2003,12,2,22.0,-50.0
49271,2003-12-03,2003,12,3,-6.0,-61.0
49272,2003-12-04,2003,12,4,50.0,-33.0
49273,2003-12-05,2003,12,5,28.0,-39.0
49274,2003-12-06,2003,12,6,-22.0,-50.0
49275,2003-12-07,2003,12,7,-17.0,-56.0
49276,2003-12-08,2003,12,8,28.0,-50.0
49277,2003-12-09,2003,12,9,33.0,-11.0
49278,2003-12-10,2003,12,10,111.0,22.0
49279,2003-12-11,2003,12,11,144.0,44.0
49280,2003-12-12,2003,12,12,50.0,11.0
49281,2003-12-13,2003,12,13,11.0,-17.0
49282,2003-12-14,2003,12,14,50.0,-28.0
49283,2003-12-15,2003,12,15,39.0,-11.0
49284,2003-12-16,2003,12,16,89.0,0.0
49285,2003-12-17,2003,12,17,122.0,17.0
49286,2003-12-18,2003,12,18,22.0,0.0
49287,2003-12-19,2003,12,19,17.0,-11.0
49288,2003-12-20,2003,12,20,33.0,-28.0
49289,2003-12-21,2003,12,21,39.0,-39.0
49290,2003-12-22,2003,12,22,111.0,22.0
49291,2003-12-23,2003,12,23,122.0,78.0
49292,2003-12-24,2003,12,24,133.0,78.0
49293,2003-12-25,2003,12,25,78.0,6.0
49294,2003-12-26,2003,12,26,56.0,-6.0
49295,2003-12-27,2003,12,27,111.0,33.0
49296,2003-12-28,2003,12,28,106.0,6.0
49297,2003-12-29,2003,12,29,122.0,33.0
49298,2003-12-30,2003,12,30,111.0,44.0
49299,2003-12-31,2003,12,31,78.0,28.0
49300,2004-01-01,2004,1,1,72.0,33.0
49301,2004-01-02,2004,1,2,89.0,33.0
49302,2004-01-03,2004,1,3,144.0,67.0
49303,2004-01-04,2004,1,4,144.0,28.0
49304,2004-01-05,2004,1,5,39.0,28.0
49305,2004-01-06,2004,1,6,39.0,-50.0
49306,2004-01-07,2004,1,7,-39.0,-78.0
49307,2004-01-08,2004,1,8,-11.0,-56.0
49308,2004-01-09,2004,1,9,-17.0,-144.0
49309,2004-01-10,2004,1,10,-94.0,-172.0
49310,2004-01-11,2004,1,11,-28.0,-139.0
49311,2004-01-12,2004,1,12,33.0,-44.0
49312,2004-01-13,2004,1,13,67.0,-83.0
49313,2004-01-14,2004,1,14,-83.0,-128.0
49314,2004-01-15,2004,1,15,-78.0,-167.0
49315,2004-01-16,2004,1,16,-44.0,-172.0
49316,2004-01-17,2004,1,17,11.0,-72.0
49317,2004-01-18,2004,1,18,11.0,-33.0
49318,2004-01-19,2004,1,19,-28.0,-67.0
49319,2004-01-20,2004,1,20,-28.0,-78.0
49320,2004-01-21,2004,1,21,-22.0,-89.0
49321,2004-01-22,2004,1,22,39.0,-67.0
49322,2004-01-23,2004,1,23,-67.0,-106.0
49323,2004-01-24,2004,1,24,-50.0,-128.0
49324,2004-01-25,2004,1,25,-72.0,-139.0
49325,2004-01-26,2004,1,26,-56.0,-89.0
49326,2004-01-27,2004,1,27,-44.0,-78.0
49327,2004-01-28,2004,1,28,-11.0,-72.0
49328,2004-01-29,2004,1,29,-28.0,-78.0
49329,2004-01-30,2004,1,30,-39.0,-100.0
49330,2004-01-31,2004,1,31,-22.0,-94.0
49331,2004-02-01,2004,2,1,17.0,-61.0
49332,2004-02-02,2004,2,2,33.0,-50.0
49333,2004-02-03,2004,2,3,33.0,-11.0
49334,2004-02-04,2004,2,4,61.0,6.0
49335,2004-02-05,2004,2,5,17.0,-44.0
49336,2004-02-06,2004,2,6,28.0,-22.0
49337,2004-02-07,2004,2,7,61.0,-28.0
49338,2004-02-08,2004,2,8,-6.0,-72.0
49339,2004-02-09,2004,2,9,61.0,-28.0
49340,2004-02-10,2004,2,10,89.0,33.0
49341,2004-02-11,2004,2,11,50.0,-11.0
49342,2004-02-12,2004,2,12,39.0,-28.0
49343,2004-02-13,2004,2,13,56.0,11.0
49344,2004-02-14,2004,2,14,50.0,6.0
49345,2004-02-15,2004,2,15,11.0,-78.0
49346,2004-02-16,2004,2,16,0.0,-94.0
49347,2004-02-17,2004,2,17,6.0,-56.0
49348,2004-02-18,2004,2,18,56.0,-17.0
49349,2004-02-19,2004,2,19,72.0,-11.0
49350,2004-02-20,2004,2,20,56.0,11.0
49351,2004-02-21,2004,2,21,111.0,17.0
49352,2004-02-22,2004,2,22,56.0,11.0
49353,2004-02-23,2004,2,23,83.0,-11.0
49354,2004-02-24,2004,2,24,44.0,-11.0
49355,2004-02-25,2004,2,25,61.0,-50.0
49356,2004-02-26,2004,2,26,61.0,-22.0
49357,2004-02-27,2004,2,27,72.0,-22.0
49358,2004-02-28,2004,2,28,139.0,-11.0
49359,2004-02-29,2004,2,29,150.0,56.0
49360,2004-03-01,2004,3,1,172.0,72.0
49361,2004-03-02,2004,3,2,194.0,61.0
49362,2004-03-03,2004,3,3,150.0,83.0
49363,2004-03-04,2004,3,4,117.0,67.0
49364,2004-03-05,2004,3,5,100.0,67.0
49365,2004-03-06,2004,3,6,172.0,72.0
49366,2004-03-07,2004,3,7,117.0,44.0
49367,2004-03-08,2004,3,8,56.0,11.0
49368,2004-03-09,2004,3,9,50.0,17.0
49369,2004-03-10,2004,3,10,67.0,17.0
49370,2004-03-11,2004,3,11,133.0,17.0
49371,2004-03-12,2004,3,12,94.0,17.0
49372,2004-03-13,2004,3,13,61.0,-11.0
49373,2004-03-14,2004,3,14,67.0,-22.0
49374,2004-03-15,2004,3,15,144.0,56.0
49375,2004-03-16,2004,3,16,56.0,-17.0
49376,2004-03-17,2004,3,17,-6.0,-28.0
49377,2004-03-18,2004,3,18,44.0,-22.0
49378,2004-03-19,2004,3,19,50.0,0.0
49379,2004-03-20,2004,3,20,83.0,0.0
49380,2004-03-21,2004,3,21,94.0,-11.0
49381,2004-03-22,2004,3,22,22.0,-44.0
49382,2004-03-23,2004,3,23,78.0,-44.0
49383,2004-03-24,2004,3,24,156.0,28.0
49384,2004-03-25,2004,3,25,111.0,67.0
49385,2004-03-26,2004,3,26,183.0,72.0
49386,2004-03-27,2004,3,27,211.0,106.0
49387,2004-03-28,2004,3,28,139.0,56.0
49388,2004-03-29,2004,3,29,106.0,22.0
49389,2004-03-30,2004,3,30,61.0,11.0
49390,2004-03-31,2004,3,31,78.0,39.0
49391,2004-04-01,2004,4,1,106.0,61.0
49392,2004-04-02,2004,4,2,89.0,56.0
49393,2004-04-03,2004,4,3,106.0,44.0
49394,2004-04-04,2004,4,4,111.0,0.0
49395,2004-04-05,2004,4,5,61.0,-17.0
49396,2004-04-06,2004,4,6,122.0,-6.0
49397,2004-04-07,2004,4,7,194.0,72.0
49398,2004-04-08,2004,4,8,144.0,50.0
49399,2004-04-09,2004,4,9,167.0,72.0
49400,2004-04-10,2004,4,10,167.0,67.0
49401,2004-04-11,2004,4,11,122.0,67.0
49402,2004-04-12,2004,4,12,122.0,50.0
49403,2004-04-13,2004,4,13,133.0,50.0
49404,2004-04-14,2004,4,14,139.0,78.0
49405,2004-04-15,2004,4,15,156.0,56.0
49406,2004-04-16,2004,4,16,178.0,56.0
49407,2004-04-17,2004,4,17,256.0,89.0
49408,2004-04-18,2004,4,18,233.0,100.0
49409,2004-04-19,2004,4,19,294.0,89.0
49410,2004-04-20,2004,4,20,244.0,128.0
49411,2004-04-21,2004,4,21,172.0,94.0
49412,2004-04-22,2004,4,22,278.0,111.0
49413,2004-04-23,2004,4,23,189.0,83.0
49414,2004-04-24,2004,4,24,206.0,83.0
49415,2004-04-25,2004,4,25,139.0,67.0
49416,2004-04-26,2004,4,26,144.0,78.0
49417,2004-04-27,2004,4,27,200.0,106.0
49418,2004-04-28,2004,4,28,150.0,50.0
49419,2004-04-29,2004,4,29,256.0,106.0
49420,2004-04-30,2004,4,30,239.0,133.0
49421,2004-05-01,2004,5,1,250.0,139.0
49422,2004-05-02,2004,5,2,211.0,144.0
49423,2004-05-03,2004,5,3,183.0,72.0
49424,2004-05-04,2004,5,4,161.0,56.0
49425,2004-05-05,2004,5,5,183.0,94.0
49426,2004-05-06,2004,5,6,217.0,89.0
49427,2004-05-07,2004,5,7,278.0,128.0
49428,2004-05-08,2004,5,8,161.0,89.0
49429,2004-05-09,2004,5,9,211.0,89.0
49430,2004-05-10,2004,5,10,217.0,122.0
49431,2004-05-11,2004,5,11,300.0,161.0
49432,2004-05-12,2004,5,12,300.0,183.0
49433,2004-05-13,2004,5,13,300.0,156.0
49434,2004-05-14,2004,5,14,211.0,128.0
49435,2004-05-15,2004,5,15,306.0,156.0
49436,2004-05-16,2004,5,16,256.0,172.0
49437,2004-05-17,2004,5,17,217.0,139.0
49438,2004-05-18,2004,5,18,278.0,161.0
49439,2004-05-19,2004,5,19,228.0,150.0
49440,2004-05-20,2004,5,20,222.0,144.0
49441,2004-05-21,2004,5,21,267.0,167.0
49442,2004-05-22,2004,5,22,289.0,172.0
49443,2004-05-23,2004,5,23,306.0,156.0
49444,2004-05-24,2004,5,24,239.0,150.0
49445,2004-05-25,2004,5,25,239.0,139.0
49446,2004-05-26,2004,5,26,172.0,128.0
49447,2004-05-27,2004,5,27,239.0,133.0
49448,2004-05-28,2004,5,28,250.0,167.0
49449,2004-05-29,2004,5,29,189.0,122.0
49450,2004-05-30,2004,5,30,228.0,106.0
49451,2004-05-31,2004,5,31,178.0,139.0
49452,2004-06-01,2004,6,1,200.0,133.0
49453,2004-06-02,2004,6,2,267.0,144.0
49454,2004-06-03,2004,6,3,244.0,156.0
49455,2004-06-04,2004,6,4,233.0,150.0
49456,2004-06-05,2004,6,5,183.0,156.0
49457,2004-06-06,2004,6,6,156.0,133.0
49458,2004-06-07,2004,6,7,267.0,150.0
49459,2004-06-08,2004,6,8,300.0,200.0
49460,2004-06-09,2004,6,9,328.0,211.0
49461,2004-06-10,2004,6,10,278.0,178.0
49462,2004-06-11,2004,6,11,217.0,172.0
49463,2004-06-12,2004,6,12,250.0,139.0
49464,2004-06-13,2004,6,13,244.0,161.0
49465,2004-06-14,2004,6,14,272.0,183.0
49466,2004-06-15,2004,6,15,306.0,222.0
49467,2004-06-16,2004,6,16,311.0,233.0
49468,2004-06-17,2004,6,17,306.0,222.0
49469,2004-06-18,2004,6,18,311.0,217.0
49470,2004-06-19,2004,6,19,278.0,172.0
49471,2004-06-20,2004,6,20,228.0,139.0
49472,2004-06-21,2004,6,21,267.0,156.0
49473,2004-06-22,2004,6,22,239.0,194.0
49474,2004-06-23,2004,6,23,278.0,211.0
49475,2004-06-24,2004,6,24,272.0,194.0
49476,2004-06-25,2004,6,25,272.0,183.0
49477,2004-06-26,2004,6,26,256.0,189.0
49478,2004-06-27,2004,6,27,250.0,156.0
49479,2004-06-28,2004,6,28,256.0,178.0
49480,2004-06-29,2004,6,29,250.0,161.0
49481,2004-06-30,2004,6,30,278.0,189.0
49482,2004-07-01,2004,7,1,278.0,200.0
49483,2004-07-02,2004,7,2,306.0,211.0
49484,2004-07-03,2004,7,3,283.0,194.0
